OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT
E00140249,230,97,96,81,29,52,2,0,2,13,9,4,1,1,1,1,1,0,0,0,0,0,0,0,0,132,120,1,5,6,0,42.173913043478265,41.73913043478261,35.21739130434783,12.608695652173912,22.608695652173914,0.8695652173913043,0,0.8695652173913043,5.6521739130434785,3.91304347826087,1.7391304347826086,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0,0,0,0,0,0,0,0,57.391304347826086,52.17391304347826,0.43478260869565216,2.1739130434782608,2.608695652173913,0
E00140250,241,138,134,97,30,67,6,2,4,31,18,13,4,1,1,1,1,0,0,0,0,0,0,0,0,102,66,14,9,8,5,57.26141078838174,55.601659751037346,40.24896265560166,12.448132780082988,27.800829875518673,2.4896265560165975,0.8298755186721992,1.6597510373443984,12.863070539419086,7.468879668049793,5.394190871369295,1.6597510373443984,0.4149377593360996,0.4149377593360996,0.4149377593360996,0.4149377593360996,0,0,0,0,0,0,0,0,42.32365145228216,27.385892116182575,5.809128630705394,3.7344398340248963,3.319502074688797,2.0746887966804977
E00140251,249,148,143,107,30,77,9,2,7,27,8,19,5,3,3,3,2,1,0,0,0,0,0,0,0,98,78,8,3,5,4,59.43775100401606,57.42971887550201,42.971887550200805,12.048192771084338,30.923694779116467,3.614457831325301,0.8032128514056224,2.8112449799196786,10.843373493975903,3.2128514056224895,7.630522088353414,2.0080321285140563,1.2048192771084338,1.2048192771084338,1.2048192771084338,0.8032128514056224,0.4016064257028112,0,0,0,0,0,0,0,39.3574297188755,31.32530120481928,3.2128514056224895,1.2048192771084338,2.0080321285140563,1.6064257028112447
E00140252,334,157,155,103,26,77,9,1,8,43,15,28,2,6,5,5,4,1,0,0,0,0,0,0,1,171,145,6,11,0,9,47.00598802395209,46.40718562874252,30.83832335329341,7.784431137724551,23.053892215568865,2.694610778443114,0.29940119760479045,2.3952095808383236,12.874251497005988,4.491017964071856,8.383233532934131,0.5988023952095809,1.7964071856287425,1.4970059880239521,1.4970059880239521,1.1976047904191618,0.29940119760479045,0,0,0,0,0,0,0.29940119760479045,51.19760479041916,43.41317365269461,1.7964071856287425,3.293413173652695,0,2.694610778443114
E00140253,170,99,98,77,22,55,4,1,3,17,6,11,1,7,6,6,5,1,0,0,0,0,0,0,1,64,47,9,5,3,0,58.235294117647065,57.647058823529406,45.294117647058826,12.941176470588237,32.35294117647059,2.3529411764705883,0.5882352941176471,1.7647058823529411,10,3.5294117647058822,6.470588235294119,0.5882352941176471,4.117647058823529,3.5294117647058822,3.5294117647058822,2.941176470588235,0.5882352941176471,0,0,0,0,0,0,0.5882352941176471,37.64705882352941,27.647058823529413,5.294117647058823,2.941176470588235,1.7647058823529411,0
E00140254,368,241,236,197,46,151,10,5,5,29,16,13,5,7,6,6,4,2,0,0,0,0,0,0,1,120,95,8,10,3,4,65.48913043478261,64.13043478260869,53.53260869565217,12.5,41.03260869565217,2.717391304347826,1.358695652173913,1.358695652173913,7.880434782608696,4.3478260869565215,3.532608695652174,1.358695652173913,1.9021739130434785,1.6304347826086956,1.6304347826086956,1.0869565217391304,0.5434782608695652,0,0,0,0,0,0,0.2717391304347826,32.608695652173914,25.815217391304344,2.1739130434782608,2.717391304347826,0.8152173913043478,1.0869565217391304
E00140255,166,110,109,82,24,58,6,1,5,21,9,12,1,7,5,5,5,0,0,0,0,0,0,0,2,49,32,9,5,3,0,66.26506024096386,65.66265060240963,49.39759036144578,14.457831325301203,34.93975903614458,3.614457831325301,0.6024096385542169,3.0120481927710845,12.650602409638553,5.421686746987952,7.228915662650602,0.6024096385542169,4.216867469879518,3.0120481927710845,3.0120481927710845,3.0120481927710845,0,0,0,0,0,0,0,1.2048192771084338,29.518072289156628,19.27710843373494,5.421686746987952,3.0120481927710845,1.8072289156626504,0
E00140256,174,91,85,73,15,58,3,1,2,9,5,4,6,3,3,3,2,1,0,0,0,0,0,0,0,80,57,1,3,13,6,52.29885057471264,48.85057471264368,41.95402298850575,8.620689655172415,33.33333333333333,1.7241379310344827,0.5747126436781609,1.1494252873563218,5.172413793103448,2.8735632183908044,2.2988505747126435,3.4482758620689653,1.7241379310344827,1.7241379310344827,1.7241379310344827,1.1494252873563218,0.5747126436781609,0,0,0,0,0,0,0,45.97701149425287,32.758620689655174,0.5747126436781609,1.7241379310344827,7.471264367816093,3.4482758620689653
E00140257,321,189,184,141,41,100,10,2,8,33,17,16,5,6,5,5,2,3,0,0,0,0,0,0,1,126,104,8,11,3,0,58.87850467289719,57.3208722741433,43.925233644859816,12.77258566978193,31.15264797507788,3.115264797507788,0.6230529595015576,2.4922118380062304,10.2803738317757,5.29595015576324,4.984423676012461,1.557632398753894,1.8691588785046727,1.557632398753894,1.557632398753894,0.6230529595015576,0.9345794392523363,0,0,0,0,0,0,0.3115264797507788,39.25233644859813,32.398753894081,2.4922118380062304,3.4267912772585665,0.9345794392523363,0
E00140258,248,142,141,103,29,74,10,1,9,28,13,15,1,3,3,3,2,1,0,0,0,0,0,0,0,103,87,5,7,4,0,57.25806451612904,56.85483870967742,41.53225806451613,11.693548387096774,29.838709677419356,4.032258064516129,0.4032258064516129,3.6290322580645165,11.29032258064516,5.241935483870968,6.048387096774194,0.4032258064516129,1.2096774193548387,1.2096774193548387,1.2096774193548387,0.8064516129032258,0.4032258064516129,0,0,0,0,0,0,0,41.53225806451613,35.08064516129033,2.0161290322580645,2.82258064516129,1.6129032258064515,0
